gender,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
male,30,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
female,60,1,0,75.25,C,First,woman,FALSE,D,Cherbourg,yes,FALSE
female,,0,0,7.2292,C,Third,woman,FALSE,,Cherbourg,yes,TRUE
female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
female,24,0,0,69.3,C,First,woman,FALSE,B,Cherbourg,yes,TRUE
male,25,1,0,55.4417,C,First,man,TRUE,E,Cherbourg,yes,FALSE
male,18,1,0,6.4958,S,Third,man,TRUE,,Southampton,no,FALSE
male,19,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,22,0,0,135.6333,C,First,man,TRUE,,Cherbourg,no,TRUE
female,3,3,1,21.075,S,Third,child,FALSE,,Southampton,no,FALSE
female,,1,0,82.1708,C,First,woman,FALSE,,Cherbourg,yes,FALSE
female,22,0,0,7.25,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,27,0,2,211.5,C,First,man,TRUE,C,Cherbourg,no,FALSE
male,20,0,0,4.0125,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,19,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
female,42,0,0,227.525,C,First,woman,FALSE,,Cherbourg,yes,TRUE
female,1,0,2,15.7417,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
female,35,1,0,52,S,First,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,73.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,1,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE
female,36,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,7.7292,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,17,0,0,12,C,Second,woman,FALSE,,Cherbourg,yes,TRUE
male,36,1,2,120,S,First,man,TRUE,B,Southampton,yes,FALSE
male,21,0,0,7.7958,S,Third,man,TRUE,,Southampton,yes,TRUE
male,28,2,0,7.925,S,Third,man,TRUE,,Southampton,no,FALSE
female,23,1,0,113.275,C,First,woman,FALSE,D,Cherbourg,yes,FALSE
female,24,0,2,16.7,S,Third,woman,FALSE,G,Southampton,yes,FALSE
male,22,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
female,31,0,0,7.8542,S,Third,woman,FALSE,,Southampton,no,TRUE
male,46,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
male,23,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
female,28,0,0,12.65,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,39,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
male,26,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,21,1,0,9.825,S,Third,woman,FALSE,,Southampton,no,FALSE
male,28,1,0,15.85,S,Third,man,TRUE,,Southampton,no,FALSE
female,20,0,0,8.6625,S,Third,woman,FALSE,,Southampton,no,TRUE
male,34,1,0,21,S,Second,man,TRUE,,Southampton,no,FALSE
male,51,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE
male,3,1,1,18.75,S,Second,child,FALSE,,Southampton,yes,FALSE
male,21,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
female,,3,1,25.4667,S,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,6.8583,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,33,1,0,90,Q,First,woman,FALSE,C,Queenstown,yes,FALSE
male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
male,44,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
female,,0,0,8.05,S,Third,woman,FALSE,,Southampton,no,TRUE
female,34,1,1,32.5,S,Second,woman,FALSE,,Southampton,yes,FALSE
female,18,0,2,13,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,30,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
female,10,0,2,24.15,S,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,21,0,0,7.7333,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,29,0,0,7.875,S,Third,man,TRUE,,Southampton,no,TRUE
female,28,1,1,14.4,S,Third,woman,FALSE,,Southampton,no,FALSE
male,18,1,1,20.2125,S,Third,man,TRUE,,Southampton,no,FALSE
male,,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
female,28,1,0,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
female,19,0,0,26,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,32,0,0,8.05,S,Third,man,TRUE,E,Southampton,yes,TRUE
male,28,0,0,26.55,S,First,man,TRUE,C,Southampton,yes,TRUE
female,,1,0,16.1,S,Third,woman,FALSE,,Southampton,yes,FALSE
female,42,1,0,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,17,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE
male,50,1,0,55.9,S,First,man,TRUE,E,Southampton,no,FALSE
female,14,1,2,120,S,First,child,FALSE,B,Southampton,yes,FALSE
female,21,2,2,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE
female,24,2,3,18.75,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,64,1,4,263,S,First,man,TRUE,C,Southampton,no,FALSE
male,31,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
female,45,1,1,26.25,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,20,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE
male,25,1,0,7.775,S,Third,man,TRUE,,Southampton,no,FALSE
female,28,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,8.1125,S,Third,man,TRUE,,Southampton,yes,TRUE
male,4,0,2,81.8583,S,First,child,FALSE,A,Southampton,yes,FALSE
female,13,0,1,19.5,S,Second,child,FALSE,,Southampton,yes,FALSE
male,34,0,0,26.55,S,First,man,TRUE,,Southampton,yes,TRUE
female,5,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,52,0,0,30.5,S,First,man,TRUE,C,Southampton,yes,TRUE
male,36,1,2,27.75,S,Second,man,TRUE,,Southampton,no,FALSE
male,,1,0,19.9667,S,Third,man,TRUE,,Southampton,no,FALSE
male,30,0,0,27.75,C,First,man,TRUE,C,Cherbourg,no,TRUE
male,49,1,0,89.1042,C,First,man,TRUE,C,Cherbourg,yes,FALSE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,29,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,yes,TRUE
male,65,0,0,26.55,S,First,man,TRUE,E,Southampton,no,TRUE
female,,1,0,51.8625,S,First,woman,FALSE,D,Southampton,yes,FALSE
female,50,0,0,10.5,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,48,0,0,26.55,S,First,man,TRUE,E,Southampton,yes,TRUE
male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,47,0,0,38.5,S,First,man,TRUE,E,Southampton,no,TRUE
male,48,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,38,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
male,56,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.725,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
male,38,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
female,33,1,2,27.75,S,Second,woman,FALSE,,Southampton,yes,FALSE
female,23,0,0,13.7917,C,Second,woman,FALSE,D,Cherbourg,yes,TRUE
female,22,0,0,9.8375,S,Third,woman,FALSE,,Southampton,no,TRUE
male,,0,0,52,S,First,man,TRUE,A,Southampton,no,TRUE
male,34,1,0,21,S,Second,man,TRUE,,Southampton,no,FALSE
male,29,1,0,7.0458,S,Third,man,TRUE,,Southampton,no,FALSE
male,22,0,0,7.5208,S,Third,man,TRUE,,Southampton,no,TRUE
female,2,0,1,12.2875,S,Third,child,FALSE,,Southampton,yes,FALSE
male,9,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
male,50,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,63,0,0,9.5875,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,25,1,0,91.0792,C,First,man,TRUE,B,Cherbourg,yes,FALSE
female,,3,1,25.4667,S,Third,woman,FALSE,,Southampton,no,FALSE
female,35,1,0,90,S,First,woman,FALSE,C,Southampton,yes,FALSE
male,58,0,0,29.7,C,First,man,TRUE,B,Cherbourg,no,TRUE
male,30,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,9,1,1,15.9,S,Third,child,FALSE,,Southampton,yes,FALSE
male,,1,0,19.9667,S,Third,man,TRUE,,Southampton,no,FALSE
male,21,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
male,55,0,0,30.5,S,First,man,TRUE,C,Southampton,no,TRUE
male,71,0,0,49.5042,C,First,man,TRUE,,Cherbourg,no,TRUE
male,21,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,14.4583,C,Third,man,TRUE,,Cherbourg,no,TRUE
female,54,1,0,78.2667,C,First,woman,FALSE,D,Cherbourg,yes,FALSE
male,,0,0,15.1,S,Third,man,TRUE,,Southampton,no,TRUE
female,25,1,2,151.55,S,First,woman,FALSE,C,Southampton,no,FALSE
male,24,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
female,21,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
female,,0,0,7.6292,Q,Third,woman,FALSE,,Queenstown,no,TRUE
female,37,0,0,9.5875,S,Third,woman,FALSE,,Southampton,no,TRUE
female,16,0,0,86.5,S,First,woman,FALSE,B,Southampton,yes,TRUE
male,18,1,0,108.9,C,First,man,TRUE,C,Cherbourg,no,FALSE
female,33,0,2,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,26.55,S,First,man,TRUE,,Southampton,yes,TRUE
male,28,0,0,22.525,S,Third,man,TRUE,,Southampton,no,TRUE
male,26,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
male,29,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,36,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
female,54,1,0,59.4,C,First,woman,FALSE,,Cherbourg,yes,FALSE
male,24,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE
male,47,0,0,34.0208,S,First,man,TRUE,D,Southampton,no,TRUE
female,34,0,0,10.5,S,Second,woman,FALSE,F,Southampton,yes,TRUE
male,,0,0,24.15,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,36,1,0,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,32,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,30,0,0,93.5,S,First,woman,FALSE,B,Southampton,yes,TRUE
male,22,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
female,44,0,1,57.9792,C,First,woman,FALSE,B,Cherbourg,yes,FALSE
male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,40.5,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
female,50,0,0,10.5,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,221.7792,S,First,man,TRUE,C,Southampton,no,TRUE
male,39,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
male,23,2,1,11.5,S,Second,man,TRUE,,Southampton,no,FALSE
female,2,1,1,26,S,Second,child,FALSE,,Southampton,yes,FALSE
male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,17,1,1,7.2292,C,Third,man,TRUE,,Cherbourg,no,FALSE
female,,0,2,22.3583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE
female,30,0,0,8.6625,S,Third,woman,FALSE,,Southampton,no,TRUE
female,7,0,2,26.25,S,Second,child,FALSE,,Southampton,yes,FALSE
male,45,0,0,26.55,S,First,man,TRUE,B,Southampton,no,TRUE
female,30,0,0,106.425,C,First,woman,FALSE,,Cherbourg,yes,TRUE
male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE
female,22,0,2,49.5,C,First,woman,FALSE,B,Cherbourg,yes,FALSE
female,36,0,2,71,S,First,woman,FALSE,B,Southampton,yes,FALSE
female,9,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
female,11,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE
male,32,1,0,26,S,Second,man,TRUE,,Southampton,yes,FALSE
male,50,1,0,106.425,C,First,man,TRUE,C,Cherbourg,no,FALSE
male,64,0,0,26,S,First,man,TRUE,,Southampton,no,TRUE
female,19,1,0,26,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,13.8625,C,Second,man,TRUE,,Cherbourg,yes,TRUE
male,33,1,1,20.525,S,Third,man,TRUE,,Southampton,no,FALSE
male,8,1,1,36.75,S,Second,child,FALSE,,Southampton,yes,FALSE
male,17,0,2,110.8833,C,First,man,TRUE,C,Cherbourg,yes,FALSE
male,27,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.8292,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,22,0,0,7.225,C,Third,man,TRUE,,Cherbourg,yes,TRUE
female,22,0,0,7.775,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,62,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE
female,48,1,0,39.6,C,First,woman,FALSE,A,Cherbourg,yes,FALSE
male,,0,0,227.525,C,First,man,TRUE,,Cherbourg,no,TRUE
female,39,1,1,79.65,S,First,woman,FALSE,E,Southampton,yes,FALSE
female,36,1,0,17.4,S,Third,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,40,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,28,0,0,13.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,,0,0,8.05,S,Third,woman,FALSE,,Southampton,no,TRUE
male,24,2,0,24.15,S,Third,man,TRUE,,Southampton,no,FALSE
male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,29,0,4,21.075,S,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,32,0,0,7.8542,S,Third,man,TRUE,,Southampton,yes,TRUE
male,62,0,0,10.5,S,Second,man,TRUE,,Southampton,yes,TRUE
female,53,2,0,51.4792,S,First,woman,FALSE,C,Southampton,yes,FALSE
male,36,0,0,26.3875,S,First,man,TRUE,E,Southampton,yes,TRUE
female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
male,16,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,19,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE
female,34,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
female,39,1,0,55.9,S,First,woman,FALSE,E,Southampton,yes,FALSE
female,,1,0,14.4583,C,Third,woman,FALSE,,Cherbourg,no,FALSE
male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE
female,25,1,1,30,S,Second,woman,FALSE,,Southampton,yes,FALSE
female,39,1,1,110.8833,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
male,54,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
male,36,0,0,40.125,C,First,man,TRUE,A,Cherbourg,no,TRUE
male,,0,0,8.7125,C,Third,man,TRUE,,Cherbourg,no,TRUE
female,18,0,2,79.65,S,First,woman,FALSE,E,Southampton,yes,FALSE
male,47,0,0,15,S,Second,man,TRUE,,Southampton,no,TRUE
male,60,1,1,79.2,C,First,man,TRUE,B,Cherbourg,yes,FALSE
male,22,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,35,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE
female,52,1,0,78.2667,C,First,woman,FALSE,D,Cherbourg,yes,FALSE
male,47,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE
female,,0,2,7.75,Q,Third,woman,FALSE,,Queenstown,no,FALSE
male,37,1,0,26,S,Second,man,TRUE,,Southampton,no,FALSE
male,36,1,1,24.15,S,Third,man,TRUE,,Southampton,no,FALSE
female,,0,0,33,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,49,0,0,0,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,49,1,0,56.9292,C,First,man,TRUE,A,Cherbourg,yes,FALSE
female,24,2,1,27,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,42.4,S,First,man,TRUE,,Southampton,no,TRUE
male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
male,35,0,0,26.55,C,First,man,TRUE,,Cherbourg,yes,TRUE
male,36,1,0,15.55,S,Third,man,TRUE,,Southampton,no,FALSE
male,30,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,27,0,0,30.5,S,First,man,TRUE,,Southampton,yes,TRUE
female,22,1,2,41.5792,C,Second,woman,FALSE,,Cherbourg,yes,FALSE
female,40,0,0,153.4625,S,First,woman,FALSE,C,Southampton,yes,TRUE
female,39,1,5,31.275,S,Third,woman,FALSE,,Southampton,no,FALSE
male,,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,,1,0,15.5,Q,Third,woman,FALSE,,Queenstown,yes,FALSE
male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,35,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,24,1,2,65,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,34,1,1,14.4,S,Third,man,TRUE,,Southampton,no,FALSE
female,26,1,0,16.1,S,Third,woman,FALSE,,Southampton,no,FALSE
female,4,2,1,39,S,Second,child,FALSE,F,Southampton,yes,FALSE
male,26,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,27,1,0,14.4542,C,Third,man,TRUE,,Cherbourg,no,FALSE
male,42,1,0,52.5542,S,First,man,TRUE,D,Southampton,yes,FALSE
male,20,1,1,15.7417,C,Third,man,TRUE,,Cherbourg,yes,FALSE
male,21,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
male,21,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE
male,61,0,0,32.3208,S,First,man,TRUE,D,Southampton,no,TRUE
male,57,0,0,12.35,Q,Second,man,TRUE,,Queenstown,no,TRUE
female,21,0,0,77.9583,S,First,woman,FALSE,D,Southampton,yes,TRUE
male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.7333,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,80,0,0,30,S,First,man,TRUE,A,Southampton,yes,TRUE
male,51,0,0,7.0542,S,Third,man,TRUE,,Southampton,no,TRUE
male,32,0,0,30.5,C,First,man,TRUE,B,Cherbourg,yes,TRUE
male,,0,0,0,S,First,man,TRUE,,Southampton,no,TRUE
female,9,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
female,28,0,0,13,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE
male,31,1,1,26.25,S,Second,man,TRUE,,Southampton,no,FALSE
female,41,0,5,39.6875,S,Third,woman,FALSE,,Southampton,no,FALSE
male,,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE
male,20,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE
female,24,0,0,69.3,C,First,woman,FALSE,B,Cherbourg,yes,TRUE
female,2,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE
male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,48,1,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,FALSE
male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
male,56,0,0,35.5,C,First,man,TRUE,A,Cherbourg,yes,TRUE
male,,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE
female,23,0,0,7.55,S,Third,woman,FALSE,,Southampton,yes,TRUE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,1,23,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,21,0,0,8.4333,S,Third,man,TRUE,,Southampton,no,TRUE
female,,0,0,7.8292,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
female,18,0,0,6.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE
male,24,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE
female,32,1,1,15.5,Q,Third,woman,FALSE,,Queenstown,no,FALSE
male,23,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,58,0,2,113.275,C,First,man,TRUE,D,Cherbourg,no,FALSE
male,50,2,0,133.65,S,First,man,TRUE,,Southampton,yes,FALSE
male,40,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,47,0,0,25.5875,S,First,man,TRUE,E,Southampton,no,TRUE
male,36,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE
male,20,1,0,7.925,S,Third,man,TRUE,,Southampton,yes,FALSE
male,32,2,0,73.5,S,Second,man,TRUE,,Southampton,no,FALSE
male,25,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
male,43,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,,1,0,52,S,First,woman,FALSE,C,Southampton,yes,FALSE
female,40,1,1,39,S,Second,woman,FALSE,,Southampton,yes,FALSE
male,31,1,0,52,S,First,man,TRUE,B,Southampton,no,FALSE
male,70,0,0,10.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,31,0,0,13,S,Second,man,TRUE,,Southampton,yes,TRUE
male,,0,0,0,S,Second,man,TRUE,,Southampton,no,TRUE
male,18,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
male,24.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,18,0,0,9.8417,S,Third,woman,FALSE,,Southampton,yes,TRUE
female,43,1,6,46.9,S,Third,woman,FALSE,,Southampton,no,FALSE
male,36,0,1,512.3292,C,First,man,TRUE,B,Cherbourg,yes,FALSE
female,,0,0,8.1375,Q,Third,woman,FALSE,,Queenstown,no,TRUE
male,27,0,0,76.7292,C,First,man,TRUE,D,Cherbourg,yes,TRUE
male,20,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE
male,14,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE
male,60,1,1,39,S,Second,man,TRUE,,Southampton,no,FALSE
male,25,1,2,41.5792,C,Second,man,TRUE,,Cherbourg,no,FALSE
male,14,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE
male,19,0,0,10.1708,S,Third,man,TRUE,,Southampton,no,TRUE
male,18,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE
female,15,0,1,211.3375,S,First,child,FALSE,B,Southampton,yes,FALSE
male,31,1,0,57,S,First,man,TRUE,B,Southampton,yes,FALSE
female,4,0,1,13.4167,C,Third,child,FALSE,,Cherbourg,yes,FALSE
male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE
male,25,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE
male,60,0,0,26.55,S,First,man,TRUE,,Southampton,no,TRUE
male,52,0,0,13.5,S,Second,man,TRUE,,Southampton,no,TRUE
male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE
female,,0,0,7.7333,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
male,49,1,1,110.8833,C,First,man,TRUE,C,Cherbourg,no,FALSE
male,42,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
female,18,1,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,FALSE
male,35,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
female,18,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE
male,25,0,0,7.7417,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,26,1,0,7.8542,S,Third,man,TRUE,,Southampton,no,FALSE
male,39,0,0,26,S,Second,man,TRUE,,Southampton,no,TRUE
female,45,0,0,13.5,S,Second,woman,FALSE,,Southampton,yes,TRUE
male,42,0,0,26.2875,S,First,man,TRUE,E,Southampton,yes,TRUE
female,22,0,0,151.55,S,First,woman,FALSE,,Southampton,yes,TRUE
male,,1,1,15.2458,C,Third,man,TRUE,,Cherbourg,yes,FALSE
female,24,0,0,49.5042,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
male,,0,0,26.55,S,First,man,TRUE,C,Southampton,no,TRUE
male,48,1,0,52,S,First,man,TRUE,C,Southampton,yes,FALSE
male,29,0,0,9.4833,S,Third,man,TRUE,,Southampton,no,TRUE
male,52,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,19,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE
female,38,0,0,227.525,C,First,woman,FALSE,C,Cherbourg,yes,TRUE
female,27,0,0,10.5,S,Second,woman,FALSE,E,Southampton,yes,TRUE
male,,0,0,15.5,Q,Third,man,TRUE,,Queenstown,no,TRUE
male,33,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE
female,6,0,1,33,S,Second,child,FALSE,,Southampton,yes,FALSE
male,17,1,0,7.0542,S,Third,man,TRUE,,Southampton,no,FALSE
male,34,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,50,0,0,13,S,Second,man,TRUE,,Southampton,no,TRUE
male,27,1,0,53.1,S,First,man,TRUE,E,Southampton,yes,FALSE
male,20,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE
female,30,3,0,21,S,Second,woman,FALSE,,Southampton,yes,FALSE
female,,0,0,7.7375,Q,Third,woman,FALSE,,Queenstown,yes,TRUE
male,25,1,0,26,S,Second,man,TRUE,,Southampton,no,FALSE
female,25,1,0,7.925,S,Third,woman,FALSE,,Southampton,no,FALSE
female,29,0,0,211.3375,S,First,woman,FALSE,B,Southampton,yes,TRUE
male,11,0,0,18.7875,C,Third,child,FALSE,,Cherbourg,no,TRUE
